id,created_at,user_id,product_id,trans_num,amount,status,coupon_id,coupon,year
95,14/07/2022 12:50,67,2627,mp-txn-62d01107d95e8,0,complete,0,,2022
96,14/07/2022 12:51,31,2627,mp-txn-62d01151458bd,0,complete,0,,2022
98,14/07/2022 13:51,24,2627,mp-txn-62d01f4a72010,0,complete,0,,2022
99,14/07/2022 13:54,76,2627,mp-txn-62d0201428337,0,complete,0,,2022
100,14/07/2022 13:57,75,2627,mp-txn-62d020ba8926a,0,complete,0,,2022
101,14/07/2022 13:58,73,2627,mp-txn-62d020f6bbe95,0,complete,0,,2022
102,14/07/2022 13:59,66,2627,mp-txn-62d02153e1b85,0,complete,0,,2022
103,14/07/2022 14:01,65,2627,mp-txn-62d021a66fedc,0,complete,0,,2022
104,14/07/2022 14:03,64,2627,mp-txn-62d0223c242c3,0,complete,0,,2022
105,14/07/2022 14:05,63,2627,mp-txn-62d0228f20760,0,complete,0,,2022
106,14/07/2022 14:06,62,2627,mp-txn-62d022d075172,0,complete,0,,2022
107,14/07/2022 14:07,61,2627,mp-txn-62d023156ed92,0,complete,0,,2022
108,14/07/2022 14:10,60,2627,mp-txn-62d023d1eb978,0,complete,0,,2022
109,14/07/2022 14:12,59,2627,mp-txn-62d0245473002,0,complete,0,,2022
110,14/07/2022 14:13,58,2627,mp-txn-62d0248ff158a,0,complete,0,,2022
111,14/07/2022 14:14,57,2627,mp-txn-62d024c9e0ca8,0,complete,0,,2022
112,14/07/2022 14:16,56,2627,mp-txn-62d0252029d53,0,complete,0,,2022
113,14/07/2022 14:16,49,2627,mp-txn-62d0255add6a6,0,complete,0,,2022
114,14/07/2022 14:18,45,2627,mp-txn-62d025ac930bc,0,complete,0,,2022
115,14/07/2022 14:19,44,2627,mp-txn-62d025d9e3397,0,complete,0,,2022
116,14/07/2022 14:20,43,2627,mp-txn-62d026126ef0b,0,complete,0,,2022
117,14/07/2022 14:21,42,2627,mp-txn-62d02670e5e80,0,complete,0,,2022
118,14/07/2022 14:22,41,2627,mp-txn-62d026a7c0fda,0,complete,0,,2022
119,14/07/2022 14:23,40,2627,mp-txn-62d026e42a1ed,0,complete,0,,2022
120,14/07/2022 14:24,30,2627,mp-txn-62d0271aba84b,0,complete,0,,2022
121,14/07/2022 14:25,29,2627,mp-txn-62d02760627ea,0,complete,0,,2022
122,14/07/2022 14:26,28,2627,mp-txn-62d027a423af9,0,complete,0,,2022
123,14/07/2022 14:27,26,2627,mp-txn-62d027e76b8df,0,complete,0,,2022
124,14/07/2022 14:28,25,2627,mp-txn-62d028201d094,0,complete,0,,2022
125,14/07/2022 16:12,69,2550,mp-txn-62d0406b6e538,0,complete,0,,2022
126,14/07/2022 16:32,69,3080,mp-txn-62d0450f03e62,0,complete,0,,2022
133,15/07/2022 0:00,82,2717,mp-txn-62d189cae0152,0,complete,0,,2022
134,15/07/2022 0:00,82,2627,mp-txn-62d189cdd2037,0,complete,0,,2022
131,15/07/2022 14:05,69,3080,mp-txn-62d1741747757,0,complete,0,,2022
132,15/07/2022 14:11,79,3080,mp-txn-62d175860e05a,0,complete,0,,2022
135,16/07/2022 0:00,8,2717,mp-txn-62d290b644558,0,pending,0,,2022
136,16/07/2022 0:00,8,2627,mp-txn-62d290b9233a1,0,complete,0,,2022
137,17/07/2022 0:00,83,2717,mp-txn-62d47332b759a,0,complete,0,,2022
138,17/07/2022 0:00,83,2627,mp-txn-62d47335b7684,0,complete,0,,2022
139,18/07/2022 0:00,84,3080,62d4f2b6c35e0,0,complete,0,,2022
140,18/07/2022 0:00,85,3080,62d4f2b6cc916,0,complete,0,,2022
141,18/07/2022 0:00,86,3080,62d4f2b6d16e5,0,complete,0,,2022
142,18/07/2022 0:00,87,3080,62d4f2b6d8a75,0,complete,0,,2022
143,18/07/2022 0:00,88,3080,62d4f2b6de025,0,complete,0,,2022
144,18/07/2022 0:00,89,3080,62d4f2b6e33de,0,complete,0,,2022
146,18/07/2022 0:00,91,3080,62d4f2b6ec0c3,0,complete,0,,2022
153,18/07/2022 0:00,98,3080,62d4f2b71966e,0,complete,0,,2022
154,18/07/2022 0:00,99,3080,62d4f2b71ee42,0,complete,0,,2022
155,18/07/2022 0:00,100,3080,62d4f2b725690,0,complete,0,,2022
156,18/07/2022 0:00,101,3080,62d4f2b72aee1,0,complete,0,,2022
157,18/07/2022 0:00,102,3080,62d4f2b73044b,0,complete,0,,2022
158,18/07/2022 0:00,103,3080,62d4f2b7351e3,0,complete,0,,2022
159,18/07/2022 0:00,104,3080,62d4f2b739d2c,0,complete,0,,2022
160,18/07/2022 0:00,105,3080,62d4f2b73eb7b,0,complete,0,,2022
161,18/07/2022 0:00,106,3080,62d4f2b742d52,0,complete,0,,2022
162,18/07/2022 0:00,37,3080,62d4f2b746b71,0,complete,0,,2022
163,18/07/2022 0:00,35,3080,62d4f2b74b2d7,0,complete,0,,2022
164,18/07/2022 0:00,38,3080,62d4f2b750024,0,complete,0,,2022
165,18/07/2022 0:00,39,3080,62d4f2b7548c6,0,complete,0,,2022
166,18/07/2022 0:00,36,3080,62d4f2b759474,0,complete,0,,2022
167,18/07/2022 0:00,107,3080,62d4f2b75edfe,0,complete,0,,2022
168,18/07/2022 0:00,108,3080,62d4f2b763b5d,0,complete,0,,2022
169,18/07/2022 0:00,109,3080,62d4f2b768901,0,complete,0,,2022
170,18/07/2022 0:00,110,3080,62d4f2b76cdd8,0,complete,0,,2022
171,18/07/2022 0:00,111,3080,62d4f2b770e85,0,complete,0,,2022
172,18/07/2022 0:00,112,3080,62d4f2b774d3f,0,complete,0,,2022
173,18/07/2022 0:00,113,3080,62d4f2b7798bf,0,complete,0,,2022
174,18/07/2022 0:00,114,3080,62d4f2b77f467,0,complete,0,,2022
175,18/07/2022 0:00,115,3080,62d4f2b784bd2,0,complete,0,,2022
176,18/07/2022 0:00,116,3080,62d4f2b789680,0,complete,0,,2022
177,18/07/2022 0:00,117,3080,62d4f2b78e7ce,0,complete,0,,2022
178,18/07/2022 0:00,118,3080,62d4f2b793f7c,0,complete,0,,2022
179,18/07/2022 0:00,119,3080,62d4f2b799f4e,0,complete,0,,2022
180,18/07/2022 0:00,120,3080,62d4f2b79fc15,0,complete,0,,2022
181,18/07/2022 0:00,121,3080,62d4f2b7a55d5,0,complete,0,,2022
182,18/07/2022 0:00,123,3080,62d4f2b7a9bcb,0,complete,0,,2022
183,18/07/2022 0:00,124,3080,62d4f2b7adb08,0,complete,0,,2022
184,18/07/2022 0:00,125,3080,62d4f2b7b1984,0,complete,0,,2022
186,18/07/2022 0:00,127,3080,62d4f2b7bbb9d,0,complete,0,,2022
190,18/07/2022 0:00,131,3080,62d4f2b7cd2c9,0,complete,0,,2022
195,18/07/2022 0:00,137,3080,62d4f2b7e1b12,0,complete,0,,2022
196,18/07/2022 0:00,138,3080,62d4f2b7e55f7,0,complete,0,,2022
199,18/07/2022 0:00,141,3080,62d4f2b7f06ca,0,complete,0,,2022
200,18/07/2022 0:00,142,3080,62d4f2b8000b2,0,complete,0,,2022
202,18/07/2022 0:00,144,3080,62d4f2b80b995,0,complete,0,,2022
203,18/07/2022 0:00,145,3080,62d4f2b810ed4,0,complete,0,,2022
206,18/07/2022 0:00,148,3080,62d4f2b81f13d,0,complete,0,,2022
209,18/07/2022 0:00,151,3080,62d4f2b82a0e3,0,complete,0,,2022
211,18/07/2022 0:00,153,3080,62d4f2b8310d9,0,complete,0,,2022
212,18/07/2022 0:00,154,3080,62d4f2b834ba4,0,complete,0,,2022
213,18/07/2022 0:00,155,3080,62d4f2b838406,0,complete,0,,2022
214,18/07/2022 0:00,156,3080,62d4f2b83c10e,0,complete,0,,2022
215,18/07/2022 0:00,157,3080,62d4f2b83fd3b,0,complete,0,,2022
216,18/07/2022 0:00,158,3080,62d4f2b8434ec,0,complete,0,,2022
217,18/07/2022 0:00,159,3080,62d4f2b847acb,0,complete,0,,2022
218,18/07/2022 0:00,160,3080,62d4f2b84c709,0,complete,0,,2022
219,18/07/2022 0:00,161,3080,62d4f2b850483,0,complete,0,,2022
220,18/07/2022 0:00,162,3080,62d4f2b854e67,0,complete,0,,2022
221,18/07/2022 0:00,163,3080,62d4f2b859f1d,0,complete,0,,2022
222,18/07/2022 0:00,164,3080,62d4f2b85e2ab,0,complete,0,,2022
223,18/07/2022 0:00,165,3080,62d4f2b8624ab,0,complete,0,,2022
224,18/07/2022 0:00,166,3080,62d4f2b866ea6,0,complete,0,,2022
225,18/07/2022 0:00,167,3080,62d4f2b86b61f,0,complete,0,,2022
226,18/07/2022 0:00,168,3080,62d4f2b86f9c8,0,complete,0,,2022
227,18/07/2022 0:00,169,3080,62d4f2b874809,0,complete,0,,2022
228,18/07/2022 0:00,170,3080,62d4f2b879823,0,complete,0,,2022
229,18/07/2022 0:00,172,3080,62d4f2b87e42c,0,complete,0,,2022
230,18/07/2022 0:00,173,3080,62d4f2b8831a9,0,complete,0,,2022
231,18/07/2022 0:00,174,3080,62d4f2b887837,0,complete,0,,2022
232,18/07/2022 0:00,175,3080,62d4f2b88b888,0,complete,0,,2022
233,18/07/2022 0:00,176,3080,62d4f2b89024b,0,complete,0,,2022
234,18/07/2022 0:00,177,3080,62d4f2b894efe,0,pending,0,,2022
235,18/07/2022 0:00,178,3080,62d4f2b899d43,0,complete,0,,2022
236,18/07/2022 0:00,179,3080,62d4f2b89dcd7,0,complete,0,,2022
237,18/07/2022 0:00,180,3080,62d4f2b8a1f97,0,complete,0,,2022
238,18/07/2022 0:00,181,3080,62d4f2b8a62a8,0,complete,0,,2022
239,18/07/2022 0:00,182,3080,62d4f2b8a9ff1,0,complete,0,,2022
240,18/07/2022 0:00,183,3080,62d4f2b8ae390,0,complete,0,,2022
241,18/07/2022 0:00,184,3080,62d4f2b8b203d,0,complete,0,,2022
242,18/07/2022 0:00,185,3080,62d4f2b8b57f0,0,complete,0,,2022
243,18/07/2022 0:00,186,3080,62d4f2b8b9034,0,complete,0,,2022
244,18/07/2022 0:00,187,3080,62d4f2b8bd35a,0,complete,0,,2022
245,18/07/2022 0:00,188,3080,62d4f2b8c1b9f,0,complete,0,,2022
246,18/07/2022 0:00,189,3080,62d4f2b8c58ab,0,complete,0,,2022
247,18/07/2022 0:00,190,3080,62d4f2b8c9301,0,complete,0,,2022
248,18/07/2022 0:00,191,3080,62d4f2b8cd8e0,0,complete,0,,2022
249,18/07/2022 0:00,192,3080,62d4f2b8d15f5,0,complete,0,,2022
250,18/07/2022 0:00,193,3080,62d4f2b8d4e1d,0,complete,0,,2022
251,18/07/2022 0:00,194,3080,62d4f2b8d859e,0,complete,0,,2022
252,18/07/2022 0:00,195,3080,62d4f2b8dd43e,0,complete,0,,2022
253,18/07/2022 0:00,196,3080,62d4f2b8e10fd,0,complete,0,,2022
254,18/07/2022 0:00,197,3080,62d4f2b8e6139,0,complete,0,,2022
255,18/07/2022 0:00,198,3080,62d4f2b8ea4a2,0,complete,0,,2022
256,18/07/2022 0:00,199,3080,62d4f2b8ee139,0,complete,0,,2022
257,18/07/2022 0:00,200,3080,62d4f2b8f1f41,0,complete,0,,2022
258,18/07/2022 0:00,201,3080,62d4f2b9a20d3,0,complete,0,,2022
259,18/07/2022 0:00,202,3080,62d4f2b9a9693,0,complete,0,,2022
260,18/07/2022 0:00,203,3080,62d4f2b9adcd4,0,complete,0,,2022
261,18/07/2022 0:00,204,3080,62d4f2b9b21fb,0,complete,0,,2022
262,18/07/2022 0:00,205,3080,62d4f2b9b6855,0,complete,0,,2022
263,18/07/2022 0:00,206,3080,62d4f2b9baf59,0,complete,0,,2022
264,18/07/2022 0:00,207,3080,62d4f2b9bf3a6,0,complete,0,,2022
265,18/07/2022 0:00,208,3080,62d4f2b9c429a,0,complete,0,,2022
266,18/07/2022 0:00,209,3080,62d4f2b9c8ff5,0,complete,0,,2022
267,18/07/2022 0:00,211,3080,62d4f2b9cdbc0,0,complete,0,,2022
268,18/07/2022 0:00,212,3080,62d4f2b9d24be,0,complete,0,,2022
269,18/07/2022 0:00,213,3080,62d4f2b9d68de,0,complete,0,,2022
270,18/07/2022 0:00,214,3080,62d4f2b9da770,0,complete,0,,2022
271,18/07/2022 0:00,215,3080,62d4f2b9de2dc,0,complete,0,,2022
272,18/07/2022 0:00,216,3080,62d4f2b9e1d7c,0,complete,0,,2022
273,18/07/2022 0:00,217,3080,62d4f2b9e662f,0,complete,0,,2022
274,18/07/2022 0:00,218,3080,62d4f2b9ea77c,0,complete,0,,2022
275,18/07/2022 0:00,219,3080,62d4f2b9ee445,0,complete,0,,2022
276,18/07/2022 0:00,220,3080,62d4f2b9f1d3f,0,complete,0,,2022
277,18/07/2022 0:00,221,3080,62d4f2ba01681,0,complete,0,,2022
278,18/07/2022 0:00,222,3080,62d4f2ba0546a,0,complete,0,,2022
279,18/07/2022 0:00,223,3080,62d4f2ba0937a,0,complete,0,,2022
280,18/07/2022 0:00,224,3080,62d4f2ba0d7f1,0,complete,0,,2022
281,18/07/2022 0:00,225,3080,62d4f2ba11e79,0,complete,0,,2022
282,18/07/2022 0:00,226,3080,62d4f2ba15b00,0,complete,0,,2022
283,18/07/2022 0:00,227,3080,62d4f2ba19a19,0,complete,0,,2022
284,18/07/2022 0:00,228,3080,62d4f2ba1d721,0,complete,0,,2022
285,18/07/2022 0:00,229,3080,62d4f2ba217cb,0,complete,0,,2022
286,18/07/2022 0:00,231,3080,62d4f2ba254d9,0,complete,0,,2022
287,18/07/2022 0:00,232,3080,62d4f2ba29245,0,complete,0,,2022
288,18/07/2022 0:00,233,3080,62d4f2ba2d6cb,0,complete,0,,2022
289,18/07/2022 0:00,234,3080,62d4f2ba31a22,0,complete,0,,2022
290,18/07/2022 0:00,235,3080,62d4f2ba35937,0,complete,0,,2022
291,18/07/2022 0:00,236,3080,62d4f2ba39c50,0,complete,0,,2022
292,18/07/2022 0:00,237,3080,62d4f2ba3de1f,0,complete,0,,2022
293,18/07/2022 0:00,238,3080,62d4f2ba4278b,0,complete,0,,2022
294,18/07/2022 0:00,239,3080,62d4f2ba46663,0,complete,0,,2022
295,18/07/2022 0:00,240,3080,62d4f2ba4a59b,0,complete,0,,2022
296,18/07/2022 0:00,241,3080,62d4f2ba4f0cc,0,complete,0,,2022
297,18/07/2022 0:00,242,3080,62d4f2ba535fd,0,complete,0,,2022
298,18/07/2022 0:00,243,3080,62d4f2ba5750f,0,complete,0,,2022
299,18/07/2022 0:00,244,3080,62d4f2ba5b4d8,0,complete,0,,2022
300,18/07/2022 0:00,245,3080,62d4f2ba5f483,0,complete,0,,2022
301,18/07/2022 0:00,246,3080,62d4f2ba631b4,0,complete,0,,2022
302,18/07/2022 0:00,247,3080,62d4f2ba67041,0,complete,0,,2022
303,18/07/2022 0:00,248,3080,62d4f2ba6b43d,0,complete,0,,2022
304,18/07/2022 0:00,249,3080,62d4f2ba6f786,0,complete,0,,2022
305,18/07/2022 0:00,250,3080,62d4f2ba739a7,0,complete,0,,2022
306,18/07/2022 0:00,251,3080,62d4f2ba77d63,0,complete,0,,2022
307,18/07/2022 0:00,252,3080,62d4f2ba7c091,0,complete,0,,2022
308,18/07/2022 0:00,253,3080,62d4f2ba8066e,0,complete,0,,2022
309,18/07/2022 0:00,254,3080,62d4f2ba84d56,0,complete,0,,2022
310,18/07/2022 0:00,255,3080,62d4f2ba886a5,0,pending,0,,2022
311,18/07/2022 0:00,256,3080,62d4f2ba8c036,0,complete,0,,2022
312,18/07/2022 0:00,258,3080,62d4f2ba8fa8f,0,complete,0,,2022
313,18/07/2022 0:00,259,3080,62d4f2ba93876,0,complete,0,,2022
314,18/07/2022 0:00,260,3080,62d4f2ba974f1,0,complete,0,,2022
315,18/07/2022 0:00,261,3080,62d4f2ba9b171,0,complete,0,,2022
316,18/07/2022 0:00,262,3080,62d4f2ba9eee0,0,complete,0,,2022
317,18/07/2022 0:00,263,3080,62d4f2baa2bc2,0,complete,0,,2022
318,18/07/2022 0:00,264,3080,62d4f2baa7982,0,complete,0,,2022
319,18/07/2022 0:00,265,3080,62d4f2baab600,0,complete,0,,2022
320,18/07/2022 0:00,266,3080,62d4f2bab0009,0,complete,0,,2022
321,18/07/2022 0:00,267,3080,62d4f2bab40b4,0,complete,0,,2022
322,18/07/2022 0:00,268,3080,62d4f2bab861d,0,complete,0,,2022
323,18/07/2022 0:00,269,3080,62d4f2babd172,0,complete,0,,2022
324,18/07/2022 0:00,270,3080,62d4f2bac2260,0,complete,0,,2022
325,18/07/2022 0:00,271,3080,62d4f2bac629e,0,complete,0,,2022
327,18/07/2022 0:00,273,3080,62d4f2bace636,0,complete,0,,2022
328,18/07/2022 0:00,274,3080,62d4f2bad2691,0,complete,0,,2022
329,18/07/2022 0:00,275,3080,62d4f2bad6815,0,complete,0,,2022
330,18/07/2022 0:00,276,3080,62d4f2bada691,0,complete,0,,2022
331,18/07/2022 0:00,277,3080,62d4f2badf024,0,complete,0,,2022
332,18/07/2022 0:00,278,3080,62d4f2bae399e,0,complete,0,,2022
333,18/07/2022 0:00,279,3080,62d4f2bae84ef,0,complete,0,,2022
334,18/07/2022 0:00,280,3080,62d4f2baed0e3,0,complete,0,,2022
335,18/07/2022 0:00,281,3080,62d4f2baf11a1,0,complete,0,,2022
336,18/07/2022 0:00,282,3080,62d4f2bb00be6,0,complete,0,,2022
337,18/07/2022 0:00,283,3080,62d4f2bb04a98,0,complete,0,,2022
338,18/07/2022 0:00,284,3080,62d4f2bb0897f,0,complete,0,,2022
339,18/07/2022 0:00,285,3080,62d4f2bb0cfaa,0,complete,0,,2022
340,18/07/2022 0:00,286,3080,62d4f2bb112a0,0,complete,0,,2022
341,18/07/2022 0:00,287,3080,62d4f2bb16866,0,complete,0,,2022
342,18/07/2022 0:00,288,3080,62d4f2bb1ab73,0,complete,0,,2022
343,18/07/2022 0:00,289,3080,62d4f2bb1f11a,0,complete,0,,2022
344,18/07/2022 0:00,290,3080,62d4f2bb22d23,0,complete,0,,2022
345,18/07/2022 0:00,291,3080,62d4f2bb26e6b,0,complete,0,,2022
346,18/07/2022 0:00,292,3080,62d4f2bb2aaca,0,complete,0,,2022
347,18/07/2022 0:00,293,3080,62d4f2bb2e6eb,0,complete,0,,2022
348,18/07/2022 0:00,294,3080,62d4f2bb32364,0,complete,0,,2022
349,18/07/2022 0:00,295,3080,62d4f2bb366f7,0,complete,0,,2022
350,18/07/2022 0:00,297,3080,62d4f2bb3b7f8,0,complete,0,,2022
351,18/07/2022 0:00,298,3080,62d4f2bb405ea,0,complete,0,,2022
352,18/07/2022 0:00,299,3080,62d4f2bb44531,0,complete,0,,2022
353,18/07/2022 0:00,300,3080,62d4f2bb48483,0,complete,0,,2022
354,18/07/2022 0:00,301,3080,62d4f2bb4c21b,0,complete,0,,2022
355,18/07/2022 0:00,302,3080,62d4f2bb4fdcb,0,complete,0,,2022
356,18/07/2022 0:00,303,3080,62d4f2bb53fe4,0,complete,0,,2022
357,18/07/2022 0:00,304,3080,62d4f2bb58df0,0,complete,0,,2022
358,18/07/2022 0:00,305,3080,62d4f2bb5d7f8,0,complete,0,,2022
359,18/07/2022 0:00,306,3080,62d4f2bb6192e,0,complete,0,,2022
360,18/07/2022 0:00,307,3080,62d4f2bb65846,0,complete,0,,2022
361,18/07/2022 0:00,308,3080,62d4f2bb6973c,0,complete,0,,2022
362,18/07/2022 0:00,309,3080,62d4f2bb6d97a,0,complete,0,,2022
363,18/07/2022 0:00,310,3080,62d4f2bb722f5,0,complete,0,,2022
364,18/07/2022 0:00,311,3080,62d4f2bb788dc,0,complete,0,,2022
365,18/07/2022 0:00,312,3080,62d4f2bb7f0f2,0,complete,0,,2022
366,18/07/2022 0:00,313,3080,62d4f2bb84f4f,0,complete,0,,2022
367,18/07/2022 0:00,314,3080,62d4f2bb8a60f,0,complete,0,,2022
368,18/07/2022 0:00,315,3080,62d4f2bb8f4fa,0,complete,0,,2022
369,18/07/2022 0:00,316,3080,62d4f2bb94133,0,complete,0,,2022
370,18/07/2022 0:00,317,3080,62d4f2bb9972d,0,complete,0,,2022
371,18/07/2022 0:00,318,3080,62d4f2bb9ea97,0,complete,0,,2022
